Log file of circuit Portimao at 13/10/2022 23:56:51

Population: 200
Iterations: 10
Mutation: 0.9
Crossover: 0.6
PitStopTime: 00:22.000
Weather: 'Sunny'

[EA] Generation 1 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:44.636 - difference: 14:21.997 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 2 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:36.597 - difference: 14:13.958 - valid strategies: 17.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 3 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:38.360 - difference: 13:15.721 - valid strategies: 10.29% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 4 - Bruteforce solution: 01:28:22.639 -> best overall: 01:40:21.439 - difference: 11:58.800 - valid strategies: 2.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 5 - Bruteforce solution: 01:28:22.639 -> best overall: 01:40:21.439 - difference: 11:58.800 - valid strategies: 6.37% | threshold is 0.2 - Stuck Counter = 0/0
[EA] Generation 6 - Bruteforce solution: 01:28:22.639 -> best overall: 01:40:03.047 - difference: 11:40.408 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 7 - Bruteforce solution: 01:28:22.639 -> best overall: 01:39:39.199 - difference: 11:16.560 - valid strategies: 6.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 8 - Bruteforce solution: 01:28:22.639 -> best overall: 01:39:09.016 - difference: 10:46.377 - valid strategies: 10.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 9 - Bruteforce solution: 01:28:22.639 -> best overall: 01:38:30.823 - difference: 10:08.184 - valid strategies: 13.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 10 - Bruteforce solution: 01:28:22.639 -> best overall: 01:38:17.401 - difference: 09:54.762 - valid strategies: 10.0% | threshold is 0.25 - Stuck Counter = 0/0


Best Strategy fitness: 5897401
Best Strategy time: 01:38:17.401

 vs 

Bruteforce fitness: 5302639
Bruteforce time: 01:28:22.639


Lap 1: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '111.59' Kg, PitStop 'No', Time '01:24.598' ms
Lap 27: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '70.25' Kg, PitStop 'No', Time '01:19.960' ms
Lap 28: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '68.66' Kg, PitStop 'No', Time '01:19.903' ms
Lap 29: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '67.07' Kg, PitStop 'No', Time '01:19.856' ms
Lap 30: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '65.48' Kg, PitStop 'Yes', Time '01:50.259' ms
Lap 31: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '63.89' Kg, PitStop 'No', Time '01:28.224' ms
Lap 32: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '62.3' Kg, PitStop 'No', Time '01:28.361' ms
Lap 33: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '60.71' Kg, PitStop 'Yes', Time '01:41.383' ms
Lap 34: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '59.12' Kg, PitStop 'No', Time '01:19.337' ms
Lap 35: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '57.53' Kg, PitStop 'No', Time '01:19.280' ms
Lap 36: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '55.94' Kg, PitStop 'No', Time '01:19.233' ms
Lap 37: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '9.0'% | '7.0'% | '7.0'% | '7.0'%, Fuel '54.35' Kg, PitStop 'No', Time '01:19.187' ms
Lap 38: Rain 0% -> Compound 'Soft', TyresAge 5, Wear '11.0'% | '8.0'% | '9.0'% | '8.0'%, Fuel '52.76' Kg, PitStop 'No', Time '01:19.131' ms
Lap 39: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '51.17' Kg, PitStop 'Yes', Time '01:49.458' ms
Lap 40: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '49.58' Kg, PitStop 'Yes', Time '01:41.125' ms
Lap 41: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '47.99' Kg, PitStop 'Yes', Time '01:49.280' ms
Lap 42: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '46.4' Kg, PitStop 'No', Time '01:27.245' ms
Lap 43: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '44.81' Kg, PitStop 'No', Time '01:27.382' ms
Lap 44: Rain 0% -> Compound 'Inter', TyresAge 3, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '43.22' Kg, PitStop 'No', Time '01:27.347' ms
Lap 45: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '41.63' Kg, PitStop 'Yes', Time '01:40.680' ms
Lap 46: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '40.04' Kg, PitStop 'No', Time '01:18.622' ms
Lap 47: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '38.45' Kg, PitStop 'Yes', Time '01:41.659' ms
Lap 48: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '36.86' Kg, PitStop 'No', Time '01:19.594' ms
Lap 49: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '35.27' Kg, PitStop 'Yes', Time '01:39.959' ms
Lap 50: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '33.68' Kg, PitStop 'No', Time '01:17.912' ms
Lap 51: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '32.09' Kg, PitStop 'Yes', Time '01:40.145' ms
Lap 52: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '30.5' Kg, PitStop 'Yes', Time '01:39.691' ms
Lap 53: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '28.91' Kg, PitStop 'No', Time '01:17.645' ms
Lap 54: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '27.32' Kg, PitStop 'No', Time '01:17.588' ms
Lap 55: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '25.73' Kg, PitStop 'No', Time '01:17.541' ms
Lap 56: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '9.0'% | '7.0'% | '7.0'% | '7.0'%, Fuel '24.14' Kg, PitStop 'No', Time '01:17.495' ms
Lap 57: Rain 0% -> Compound 'Soft', TyresAge 5, Wear '11.0'% | '8.0'% | '9.0'% | '8.0'%, Fuel '22.55' Kg, PitStop 'No', Time '01:17.439' ms
Lap 58: Rain 0% -> Compound 'Soft', TyresAge 6, Wear '13.0'% | '10.0'% | '11.0'% | '10.0'%, Fuel '20.96' Kg, PitStop 'No', Time '01:17.393' ms
Lap 59: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '19.37' Kg, PitStop 'Yes', Time '01:39.068' ms
Lap 60: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '17.78' Kg, PitStop 'No', Time '01:17.022' ms
Lap 61: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '16.19' Kg, PitStop 'Yes', Time '01:39.255' ms
Lap 62: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '14.6' Kg, PitStop 'No', Time '01:17.197' ms
Lap 63: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '13.01' Kg, PitStop 'Yes', Time '01:47.321' ms
Lap 64: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '11.42' Kg, PitStop 'No', Time '01:25.286' ms
Lap 65: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '9.83' Kg, PitStop 'No', Time '01:25.423' ms
Lap 66: Rain 0% -> Compound 'Inter', TyresAge 3, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '8.24' Kg, PitStop 'No', Time '01:25.388' ms
Time elapsed: 00:15.350
