Log file of circuit Portimao at 14/10/2022 11:51:28

Population: 200
Iterations: 10
Mutation: 0.9
Crossover: 0.6
PitStopTime: 00:22.000
Weather: 'Sunny'

[EA] Generation 1 - Bruteforce solution: 01:28:22.639 -> best overall: 01:44:50.434 - difference: 16:27.795 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 2 - Bruteforce solution: 01:28:22.639 -> best overall: 01:44:28.239 - difference: 16:05.600 - valid strategies: 10.19% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 3 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:52.059 - difference: 14:29.420 - valid strategies: 5.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 4 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:02.530 - difference: 13:39.891 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 5 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:24.342 - difference: 13:01.703 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 6 - Bruteforce solution: 01:28:22.639 -> best overall: 01:40:43.247 - difference: 12:20.608 - valid strategies: 9.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 7 - Bruteforce solution: 01:28:22.639 -> best overall: 01:40:43.247 - difference: 12:20.608 - valid strategies: 3.5% | threshold is 0.2 - Stuck Counter = 0/0
[EA] Generation 8 - Bruteforce solution: 01:28:22.639 -> best overall: 01:38:02.768 - difference: 09:40.129 - valid strategies: 6.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 9 - Bruteforce solution: 01:28:22.639 -> best overall: 01:37:41.066 - difference: 09:18.427 - valid strategies: 15.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 10 - Bruteforce solution: 01:28:22.639 -> best overall: 01:37:41.066 - difference: 09:18.427 - valid strategies: 13.5% | threshold is 0.2 - Stuck Counter = 0/0


Best Strategy fitness: 5861066
Best Strategy time: 01:37:41.066

 vs 

Bruteforce fitness: 5302639
Bruteforce time: 01:28:22.639


Lap 1: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '112.01' Kg, PitStop 'No', Time '01:24.609' ms
Lap 16: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '88.16' Kg, PitStop 'Yes', Time '01:43.274' ms
Lap 17: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '86.57' Kg, PitStop 'No', Time '01:21.216' ms
Lap 18: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '84.98' Kg, PitStop 'Yes', Time '01:43.096' ms
Lap 19: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '83.39' Kg, PitStop 'No', Time '01:21.038' ms
Lap 20: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '81.8' Kg, PitStop 'No', Time '01:20.978' ms
Lap 21: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '80.21' Kg, PitStop 'No', Time '01:20.925' ms
Lap 22: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '78.62' Kg, PitStop 'No', Time '01:20.867' ms
Lap 23: Rain 0% -> Compound 'Medium', TyresAge 5, Wear '8.0'% | '6.0'% | '7.0'% | '6.0'%, Fuel '77.03' Kg, PitStop 'No', Time '01:20.815' ms
Lap 24: Rain 0% -> Compound 'Medium', TyresAge 6, Wear '9.0'% | '7.0'% | '8.0'% | '7.0'%, Fuel '75.44' Kg, PitStop 'No', Time '01:20.750' ms
Lap 25: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '73.85' Kg, PitStop 'Yes', Time '01:42.472' ms
Lap 26: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '72.26' Kg, PitStop 'Yes', Time '01:42.383' ms
Lap 27: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '70.67' Kg, PitStop 'Yes', Time '01:42.294' ms
Lap 28: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '69.08' Kg, PitStop 'Yes', Time '01:42.205' ms
Lap 29: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '67.49' Kg, PitStop 'No', Time '01:20.147' ms
Lap 30: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '65.9' Kg, PitStop 'Yes', Time '01:42.027' ms
Lap 31: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '64.31' Kg, PitStop 'No', Time '01:19.969' ms
Lap 32: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '62.72' Kg, PitStop 'No', Time '01:19.910' ms
Lap 33: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '61.13' Kg, PitStop 'No', Time '01:19.857' ms
Lap 34: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '59.54' Kg, PitStop 'No', Time '01:19.799' ms
Lap 35: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '57.95' Kg, PitStop 'Yes', Time '01:41.582' ms
Lap 36: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '56.36' Kg, PitStop 'Yes', Time '01:41.493' ms
Lap 37: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '54.77' Kg, PitStop 'No', Time '01:19.435' ms
Lap 38: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '53.18' Kg, PitStop 'Yes', Time '01:41.315' ms
Lap 39: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '51.59' Kg, PitStop 'No', Time '01:19.257' ms
Lap 40: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '50.0' Kg, PitStop 'Yes', Time '01:41.137' ms
Lap 41: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '48.41' Kg, PitStop 'No', Time '01:19.079' ms
Lap 42: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '46.82' Kg, PitStop 'Yes', Time '01:40.959' ms
Lap 43: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '45.23' Kg, PitStop 'Yes', Time '01:40.870' ms
Lap 44: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '43.63' Kg, PitStop 'No', Time '01:18.811' ms
Lap 45: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '42.04' Kg, PitStop 'No', Time '01:18.752' ms
Lap 46: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '40.45' Kg, PitStop 'No', Time '01:18.699' ms
Lap 47: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '38.86' Kg, PitStop 'No', Time '01:18.641' ms
Lap 48: Rain 0% -> Compound 'Medium', TyresAge 5, Wear '8.0'% | '6.0'% | '7.0'% | '6.0'%, Fuel '37.27' Kg, PitStop 'No', Time '01:18.589' ms
Lap 49: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '35.68' Kg, PitStop 'Yes', Time '01:40.335' ms
Lap 50: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '34.09' Kg, PitStop 'No', Time '01:18.277' ms
Lap 51: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '32.5' Kg, PitStop 'No', Time '01:18.218' ms
Lap 52: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '30.91' Kg, PitStop 'No', Time '01:18.165' ms
Lap 53: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '29.32' Kg, PitStop 'No', Time '01:18.107' ms
Lap 54: Rain 0% -> Compound 'Medium', TyresAge 5, Wear '8.0'% | '6.0'% | '7.0'% | '6.0'%, Fuel '27.73' Kg, PitStop 'No', Time '01:18.055' ms
Lap 55: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '26.14' Kg, PitStop 'Yes', Time '01:39.801' ms
Lap 56: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '24.55' Kg, PitStop 'No', Time '01:17.743' ms
Lap 57: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '22.96' Kg, PitStop 'No', Time '01:17.684' ms
Lap 58: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '21.37' Kg, PitStop 'No', Time '01:17.631' ms
Lap 59: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '19.78' Kg, PitStop 'Yes', Time '01:39.445' ms
Lap 60: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '18.19' Kg, PitStop 'No', Time '01:17.387' ms
Lap 61: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '16.6' Kg, PitStop 'Yes', Time '01:39.266' ms
Lap 62: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '15.01' Kg, PitStop 'No', Time '01:17.208' ms
Lap 63: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '13.42' Kg, PitStop 'No', Time '01:17.149' ms
Lap 64: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '11.83' Kg, PitStop 'Yes', Time '01:38.999' ms
Lap 65: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '10.24' Kg, PitStop 'No', Time '01:16.941' ms
Lap 66: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '8.65' Kg, PitStop 'Yes', Time '01:39.978' ms
Time elapsed: 00:17.788
