Log file of circuit Portimao at 14/10/2022 00:02:17

Population: 200
Iterations: 10
Mutation: 0.9
Crossover: 0.6
PitStopTime: 00:22.000
Weather: 'Sunny'

[EA] Generation 1 - Bruteforce solution: 01:28:22.639 -> best overall: 01:44:00.247 - difference: 15:37.608 - valid strategies: 2.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 2 - Bruteforce solution: 01:28:22.639 -> best overall: 01:43:02.913 - difference: 14:40.274 - valid strategies: 2.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 3 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:28.278 - difference: 14:05.639 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 4 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:04.799 - difference: 13:42.160 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 5 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:42.939 - difference: 13:20.300 - valid strategies: 9.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 6 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:31.158 - difference: 13:08.519 - valid strategies: 3.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 7 - Bruteforce solution: 01:28:22.639 -> best overall: 01:39:46.493 - difference: 11:23.854 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 8 - Bruteforce solution: 01:28:22.639 -> best overall: 01:39:17.430 - difference: 10:54.791 - valid strategies: 10.4% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 9 - Bruteforce solution: 01:28:22.639 -> best overall: 01:38:17.038 - difference: 09:54.399 - valid strategies: 11.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 10 - Bruteforce solution: 01:28:22.639 -> best overall: 01:37:56.712 - difference: 09:34.073 - valid strategies: 10.5% | threshold is 0.25 - Stuck Counter = 0/0


Best Strategy fitness: 5876712
Best Strategy time: 01:37:56.712

 vs 

Bruteforce fitness: 5302639
Bruteforce time: 01:28:22.639


Lap 1: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '108.09' Kg, PitStop 'No', Time '01:24.500' ms
Lap 14: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '87.42' Kg, PitStop 'No', Time '01:21.020' ms
Lap 15: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '85.83' Kg, PitStop 'No', Time '01:20.963' ms
Lap 16: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '84.24' Kg, PitStop 'No', Time '01:20.916' ms
Lap 17: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '82.65' Kg, PitStop 'Yes', Time '01:43.075' ms
Lap 18: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '81.06' Kg, PitStop 'No', Time '01:21.017' ms
Lap 19: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '79.47' Kg, PitStop 'No', Time '01:20.958' ms
Lap 20: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '77.88' Kg, PitStop 'No', Time '01:20.905' ms
Lap 21: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '76.29' Kg, PitStop 'No', Time '01:20.847' ms
Lap 22: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '74.7' Kg, PitStop 'Yes', Time '01:42.630' ms
Lap 23: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '73.11' Kg, PitStop 'No', Time '01:20.572' ms
Lap 24: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '71.52' Kg, PitStop 'No', Time '01:20.513' ms
Lap 25: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '69.93' Kg, PitStop 'Yes', Time '01:43.520' ms
Lap 26: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '68.34' Kg, PitStop 'Yes', Time '01:43.430' ms
Lap 27: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '66.75' Kg, PitStop 'No', Time '01:21.365' ms
Lap 28: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '65.16' Kg, PitStop 'Yes', Time '01:43.252' ms
Lap 29: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '63.57' Kg, PitStop 'No', Time '01:21.187' ms
Lap 30: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '61.98' Kg, PitStop 'No', Time '01:21.121' ms
Lap 31: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '4.0'% | '3.0'% | '3.0'% | '2.0'%, Fuel '60.39' Kg, PitStop 'No', Time '01:21.058' ms
Lap 32: Rain 0% -> Compound 'Hard', TyresAge 4, Wear '5.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '58.8' Kg, PitStop 'No', Time '01:20.987' ms
Lap 33: Rain 0% -> Compound 'Hard', TyresAge 5, Wear '6.0'% | '5.0'% | '4.0'% | '4.0'%, Fuel '57.21' Kg, PitStop 'No', Time '01:20.922' ms
Lap 34: Rain 0% -> Compound 'Hard', TyresAge 6, Wear '7.0'% | '6.0'% | '5.0'% | '5.0'%, Fuel '55.62' Kg, PitStop 'No', Time '01:20.858' ms
Lap 35: Rain 0% -> Compound 'Hard', TyresAge 7, Wear '8.0'% | '6.0'% | '6.0'% | '5.0'%, Fuel '54.03' Kg, PitStop 'No', Time '01:20.781' ms
Lap 36: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '52.44' Kg, PitStop 'Yes', Time '01:42.540' ms
Lap 37: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '50.85' Kg, PitStop 'No', Time '01:20.475' ms
Lap 38: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '49.26' Kg, PitStop 'No', Time '01:20.409' ms
Lap 39: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '4.0'% | '3.0'% | '3.0'% | '2.0'%, Fuel '47.67' Kg, PitStop 'No', Time '01:20.346' ms
Lap 40: Rain 0% -> Compound 'Hard', TyresAge 4, Wear '5.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '46.08' Kg, PitStop 'No', Time '01:20.275' ms
Lap 41: Rain 0% -> Compound 'Hard', TyresAge 5, Wear '6.0'% | '5.0'% | '4.0'% | '4.0'%, Fuel '44.49' Kg, PitStop 'No', Time '01:20.210' ms
Lap 42: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '42.9' Kg, PitStop 'Yes', Time '01:40.484' ms
Lap 43: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '41.31' Kg, PitStop 'Yes', Time '01:41.917' ms
Lap 44: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '39.72' Kg, PitStop 'No', Time '01:19.852' ms
Lap 45: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '38.13' Kg, PitStop 'Yes', Time '01:41.739' ms
Lap 46: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '36.54' Kg, PitStop 'No', Time '01:19.674' ms
Lap 47: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '34.95' Kg, PitStop 'No', Time '01:19.608' ms
Lap 48: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '33.36' Kg, PitStop 'Yes', Time '01:39.950' ms
Lap 49: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '31.77' Kg, PitStop 'No', Time '01:17.904' ms
Lap 50: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '30.18' Kg, PitStop 'No', Time '01:17.846' ms
Lap 51: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '28.59' Kg, PitStop 'No', Time '01:17.799' ms
Lap 52: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '9.0'% | '7.0'% | '7.0'% | '7.0'%, Fuel '27.0' Kg, PitStop 'No', Time '01:17.753' ms
Lap 53: Rain 0% -> Compound 'Soft', TyresAge 5, Wear '11.0'% | '8.0'% | '9.0'% | '8.0'%, Fuel '25.41' Kg, PitStop 'No', Time '01:17.697' ms
Lap 54: Rain 0% -> Compound 'Soft', TyresAge 6, Wear '13.0'% | '10.0'% | '11.0'% | '10.0'%, Fuel '23.82' Kg, PitStop 'No', Time '01:17.651' ms
Lap 55: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '22.23' Kg, PitStop 'Yes', Time '01:40.848' ms
Lap 56: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '20.64' Kg, PitStop 'No', Time '01:18.783' ms
Lap 57: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '19.05' Kg, PitStop 'No', Time '01:18.717' ms
Lap 58: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '17.46' Kg, PitStop 'Yes', Time '01:40.581' ms
Lap 59: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '15.87' Kg, PitStop 'No', Time '01:18.516' ms
Lap 60: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '14.28' Kg, PitStop 'No', Time '01:18.450' ms
Lap 61: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '12.69' Kg, PitStop 'Yes', Time '02:06.747' ms
Lap 62: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '11.1' Kg, PitStop 'Yes', Time '01:39.068' ms
Lap 63: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '9.51' Kg, PitStop 'Yes', Time '01:40.136' ms
Lap 64: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '7.92' Kg, PitStop 'No', Time '01:18.071' ms
Lap 65: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '6.33' Kg, PitStop 'Yes', Time '01:38.436' ms
Lap 66: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '4.74' Kg, PitStop 'Yes', Time '01:39.869' ms
Time elapsed: 00:15.400
