Log file of circuit Portimao at 13/10/2022 23:44:44

Population: 200
Iterations: 10
Mutation: 0.9
Crossover: 0.6
PitStopTime: 00:22.000
Weather: 'Sunny'

[EA] Generation 1 - Bruteforce solution: 01:28:22.639 -> best overall: 01:45:39.618 - difference: 17:16.979 - valid strategies: 6.97% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 2 - Bruteforce solution: 01:28:22.639 -> best overall: 01:44:51.209 - difference: 16:28.570 - valid strategies: 6.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 3 - Bruteforce solution: 01:28:22.639 -> best overall: 01:44:26.598 - difference: 16:03.959 - valid strategies: 6.9% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 4 - Bruteforce solution: 01:28:22.639 -> best overall: 01:43:29.249 - difference: 15:06.610 - valid strategies: 6.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 5 - Bruteforce solution: 01:28:22.639 -> best overall: 01:43:04.892 - difference: 14:42.253 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 6 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:50.457 - difference: 14:27.818 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 7 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:28.737 - difference: 14:06.098 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 8 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:39.244 - difference: 13:16.605 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 9 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:18.813 - difference: 12:56.174 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 10 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:16.193 - difference: 12:53.554 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0


Best Strategy fitness: 6076193
Best Strategy time: 01:41:16.193

 vs 

Bruteforce fitness: 5302639
Bruteforce time: 01:28:22.639


Lap 1: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '106.25' Kg, PitStop 'No', Time '01:24.448' ms
Lap 20: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '76.04' Kg, PitStop 'Yes', Time '01:51.000' ms
Lap 21: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '74.45' Kg, PitStop 'Yes', Time '02:10.257' ms
Lap 22: Rain 0% -> Compound 'Wet', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '72.86' Kg, PitStop 'No', Time '01:48.202' ms
Lap 23: Rain 0% -> Compound 'Wet', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '71.27' Kg, PitStop 'No', Time '01:48.226' ms
Lap 24: Rain 0% -> Compound 'Wet', TyresAge 3, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '69.68' Kg, PitStop 'No', Time '01:48.172' ms
Lap 25: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '68.09' Kg, PitStop 'Yes', Time '01:42.311' ms
Lap 26: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '66.5' Kg, PitStop 'No', Time '01:20.253' ms
Lap 27: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '64.91' Kg, PitStop 'Yes', Time '01:43.290' ms
Lap 28: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '63.32' Kg, PitStop 'No', Time '01:21.225' ms
Lap 29: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '61.73' Kg, PitStop 'No', Time '01:21.159' ms
Lap 30: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '60.14' Kg, PitStop 'Yes', Time '02:09.456' ms
Lap 31: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '58.55' Kg, PitStop 'Yes', Time '01:41.412' ms
Lap 32: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '56.96' Kg, PitStop 'No', Time '01:19.366' ms
Lap 33: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '55.37' Kg, PitStop 'No', Time '01:19.309' ms
Lap 34: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '53.78' Kg, PitStop 'No', Time '01:19.262' ms
Lap 35: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '52.19' Kg, PitStop 'Yes', Time '01:49.665' ms
Lap 36: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '50.6' Kg, PitStop 'No', Time '01:27.630' ms
Lap 37: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '49.01' Kg, PitStop 'No', Time '01:27.766' ms
Lap 38: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '47.42' Kg, PitStop 'Yes', Time '01:42.310' ms
Lap 39: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '45.83' Kg, PitStop 'No', Time '01:20.245' ms
Lap 40: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '44.24' Kg, PitStop 'No', Time '01:20.179' ms
Lap 41: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '4.0'% | '3.0'% | '3.0'% | '2.0'%, Fuel '42.65' Kg, PitStop 'No', Time '01:20.116' ms
Lap 42: Rain 0% -> Compound 'Hard', TyresAge 4, Wear '5.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '41.06' Kg, PitStop 'No', Time '01:20.045' ms
Lap 43: Rain 0% -> Compound 'Hard', TyresAge 5, Wear '6.0'% | '5.0'% | '4.0'% | '4.0'%, Fuel '39.47' Kg, PitStop 'No', Time '01:19.980' ms
Lap 44: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '37.88' Kg, PitStop 'Yes', Time '01:40.619' ms
Lap 45: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '36.29' Kg, PitStop 'No', Time '01:18.561' ms
Lap 46: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '34.7' Kg, PitStop 'No', Time '01:18.502' ms
Lap 47: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '33.11' Kg, PitStop 'No', Time '01:18.449' ms
Lap 48: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '31.52' Kg, PitStop 'Yes', Time '02:07.853' ms
Lap 49: Rain 0% -> Compound 'Wet', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '29.93' Kg, PitStop 'No', Time '01:45.798' ms
Lap 50: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '28.34' Kg, PitStop 'Yes', Time '01:39.720' ms
Lap 51: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '26.74' Kg, PitStop 'Yes', Time '01:39.996' ms
Lap 52: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '25.15' Kg, PitStop 'No', Time '01:17.938' ms
Lap 53: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '3.0'% | '2.0'% | '3.0'% | '2.0'%, Fuel '23.56' Kg, PitStop 'No', Time '01:17.879' ms
Lap 54: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '21.97' Kg, PitStop 'Yes', Time '01:40.885' ms
Lap 55: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '20.38' Kg, PitStop 'No', Time '01:18.820' ms
Lap 56: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '18.79' Kg, PitStop 'Yes', Time '01:39.185' ms
Lap 57: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '17.2' Kg, PitStop 'No', Time '01:17.139' ms
Lap 58: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '15.61' Kg, PitStop 'Yes', Time '01:47.616' ms
Lap 59: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '14.02' Kg, PitStop 'No', Time '01:25.581' ms
Lap 60: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '12.43' Kg, PitStop 'No', Time '01:25.718' ms
Lap 61: Rain 0% -> Compound 'Inter', TyresAge 3, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '10.84' Kg, PitStop 'No', Time '01:25.683' ms
Lap 62: Rain 0% -> Compound 'Inter', TyresAge 4, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '9.25' Kg, PitStop 'No', Time '01:25.820' ms
Lap 63: Rain 0% -> Compound 'Inter', TyresAge 5, Wear '3.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '7.66' Kg, PitStop 'No', Time '01:25.785' ms
Lap 64: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '6.07' Kg, PitStop 'Yes', Time '01:38.838' ms
Lap 65: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '4.48' Kg, PitStop 'No', Time '01:16.780' ms
Lap 66: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '2.89' Kg, PitStop 'Yes', Time '01:39.817' ms
Time elapsed: 00:14.553
